titulo;nota_media;votos;data_lancamento;idioma_original;idioma;generos;diretor;descricao;poster_url;duracao_minutos;popularidade
Mortal Kombat Legends: A Vingança de Scorpion;8,096;1411;2020-04-12;en;Inglês;Animação, Ação, Fantasia;Ethan Spaulding;Após o massacre cruel de sua família pelo mercenário Sub-Zero, Hanzo Hasashi é exilado no tortuoso Netherrealm, lá, em troca de sua servidão ao sinistro Quan Chi, ele tem a chance de vingar sua família - e ressuscita como Scorpion, uma alma perdida e vingativa. De volta ao Earthrealm, Lord Raiden reúne uma equipe de guerreiros de elite - o monge Shaolin Liu Kang, a oficial das Forças Especiais Sonya Blade e o ator de ação Johnny Cage - um grupo improvável de heróis com uma chance de salvar a humanidade. Para fazer isso, eles devem derrotar a horda de gladiadores do Outworld de Shang Tsung e vencer o torneio Mortal Kombat.;https://image.tmdb.org/t/p/w500/zO5913BWcWYrhgACNpaaw9CCycX.jpg;80;3,8645
Um Contratempo;8,096;4695;2017-01-06;es;Espanhol;Drama, Mistério, Thriller;Oriol Paulo;Após acordar ao lado de sua amante assassinada em um quarto de hotel, um empresário contrata uma advogada para descobrir como ele acabou sendo suspeito de um homicídio.;https://image.tmdb.org/t/p/w500/pOnbhr6DbPgKjvcNexbRdmR37De.jpg;107;7,1444
O Boulevard do Crime;8,1;428;1945-03-15;fr;Francês;Drama, Romance;Marcel Carné;Ambientado no início do século 19, o filme mostra o mal fadado romance do mímico Baptiste com a bela atriz Garance, no Boulevard de Templiers, em Paris, por onde circulam ladrões, golpistas e assassinos.;https://image.tmdb.org/t/p/w500/pmYOsWz9F7qNQaT9MNe0n0JKsR4.jpg;190;1,674
Quanto Mais Quente Melhor;8,095;3621;1959-03-19;en;Inglês;Comédia, Romance, Crime;Billy Wilder;Em 1929, Joe e Jerry, dois músicos desempregados, testemunham sem querer o cruel Massacre do Dia de São Valentim. Desesperados para não serem pegos pelos gangsters, eles se disfarçam de mulheres e entram para um grupo feminino musical, que está indo para Miami fazer shows. Joe se apaixona por Sugar, a garota problema do grupo, enquanto um milionário se apaixona pelo disfarce de Jerry, tudo isso em meio a uma convenção de criminosos, que também está acontecendo em Miami.;https://image.tmdb.org/t/p/w500/bmaiDTzvS9OCqgKRqG5nEQFIZeS.jpg;122;5,269
O Ódio que Você Semeia;8,094;2158;2018-10-19;en;Inglês;Crime, Drama;George Tillman Jr.;Starr Carter é uma adolescente negra de dezesseis anos que presencia o assassinato de Khalil, seu melhor amigo, por um policial branco. Ela é forçada a testemunhar no tribunal por ser a única pessoa presente na cena do crime. Mesmo sofrendo uma série de chantagens, ela está disposta a dizer a verdade pela honra de seu amigo, custe o que custar.;https://image.tmdb.org/t/p/w500/e8ZaQNr1bb3iOg6NRWnkKKmbKu1.jpg;133;3,737
A Caça;8,094;4399;2012-06-13;da;da;Drama;Thomas Vinterberg;"Lucas acaba de passar por um divórcio complicado e é professor em um jardim-de-infância de uma pequena cidade dinamarquesa. A filha de seu melhor amigo, Klara, uma garotinha de 6 anos, acusa Lucas de abuso sexual para vingar-se de um beijo que ele recusou; a menina usa como embasamento a foto de um pênis ereto mostrada pelo seu irmão mais velho. A diretora da escola acredita inteiramente na menina e todos os adultos tentam evitar o seu relato, a fim de supostamente preservá-la da lembrança, enquanto começam a hostilizar Lucas, tomando-lhe como culpado e maníaco.";https://image.tmdb.org/t/p/w500/jksxm18n70boh0LSlXibjimGr9g.jpg;116;4,8587
A Grande Guerra;8,094;357;1959-10-28;it;Italiano;Comédia, Guerra, Drama;Mario Monicelli;Itália, 1916. Oreste Jacovacci e Giovanni Busacca são chamados, como todos os jovens italianos, para servir o exército na Primeira Guerra Mundial. Ambos tentam de todas as maneiras evitar servir o exército. Giovanni paga Oreste, acreditando em suas falsas promessas de fazê-lo escapar da convocação. Mas o destino os faz se encontrarem de novo no trem que vai para a frente de batalha.  Em 1959 ganhou o Leão de Ouro em Veneza.;https://image.tmdb.org/t/p/w500/auhBaMAaj2OvwWBwBoeSNN7etJf.jpg;137;0,5669
Incêndios;8,093;2953;2010-09-17;fr;Francês;Drama, Guerra, Mistério;Denis Villeneuve;Nawal, uma mulher moribunda do Oriente Médio que vive em Montreal, deixa cartas para seus filhos gêmeos para serem lidas quando ela falecer. Jeanne deve entregar a dela para o pai que nunca conheceu e Simon deve entregar a dele para o irmão que nunca soube que tinha. Os irmãos viajam para o Oriente Médio separados e vivenciam atos de brutalidade, descobrem uma história familiar surpreendente e têm revelações sobre si mesmos.;https://image.tmdb.org/t/p/w500/uCS7IEfBLoBBLpOdCkfpVA7xhed.jpg;131;9,8171
Miraculous World: Nova Iorque, Heróis Unidos;8,1;1115;2020-09-25;fr;Francês;Animação, Cinema TV, Fantasia, Ação;Thomas Astruc;A turma de Marinette embarca numa viagem para Nova York com o intuito de comemorar a semana franco-americana da amizade. Ladybug então deixa Paris sob os cuidados de Cat Noir, que fica em uma situação complicada já que Adrien foi chamado para a viagem. No entanto, o maior problema será um colar de garras de águia extremamente poderoso que está na mira de Hawk Moth. Nesse momento, Ladybug terá que se unir aos heróis americanos para proteger a cidade que nunca dorme.;https://image.tmdb.org/t/p/w500/eHAfw4FcU6i1X8jrr8cQZtyLsmg.jpg;52;3,8826
Brilho Eterno de uma Mente sem Lembranças;8,092;15525;2004-03-19;en;Inglês;Ficção científica, Drama, Romance;Michel Gondry;Joel se surpreende ao saber que seu amor verdadeiro, Clementine, o apagou completamente de sua memória. Ele decide fazer o mesmo, mas muda de ideia. Preso dentro da própria mente enquanto os especialistas se mantêm ocupados em seu apartamento, Joel precisa avisá-los para parar.;https://image.tmdb.org/t/p/w500/z3k9Y2886Uo6owGxoCteHSngwA6.jpg;108;11,6334
Harry Potter e as Relíquias da Morte - Parte 2;8,087;21109;2011-07-12;en;Inglês;Fantasia, Aventura;David Yates;No final épico, a batalha entre as forças do bem e do mal no mundo da bruxaria toma proporções de uma guerra mundial. As apostas nunca foram tão altas e ninguém está a salvo. Mas é harry que pode ser convocado para fazer um derradeiro sacrifício, à medida que ele se aproxima cada vez mais do confronto final com Lorde Voldemort. Tudo termina aqui.;https://image.tmdb.org/t/p/w500/yD3VosOVW8WxPUzBDpEdzfv5pGx.jpg;130;19,3865
O Ódio;8,1;4238;1995-05-31;fr;Francês;Drama;Mathieu Kassovitz;Um dia na vida de três jovens delinquentes, um árabe, um judeu e um negro que moram num conjunto habitacional pobre de Paris, mostra a que ponto pode chegar a discriminação racial de policiais hostis.;https://image.tmdb.org/t/p/w500/9DzIXehIMIJVvVjzbHzQRVrofev.jpg;98;4,7569
O Barco: Inferno no Mar;8,085;2317;1981-09-17;de;Alemão;Drama, História, Guerra;Wolfgang Petersen;Em plena Segunda Guerra Mundial, em 1942, o capitão de um submarino enfrenta enormes dificuldades no comando de uma tripulação pouco experiente. Durante a Batalha do Atlântico Norte, eles vivem num inferno claustrofóbico afundando navios ingleses e procurando barcos aliados.;https://image.tmdb.org/t/p/w500/5ZYw60u95SxaLWY6YjoVoRaQKfg.jpg;209;3,9958
Continência ao Amor;8,082;2693;2022-07-29;en;Inglês;Romance, Drama;Elizabeth Allen Rosenbaum;Uma música e um militar prestes a ir para a guerra se casam por conveniência. Mas uma tragédia transforma esse relacionamento de fachada em realidade.;https://image.tmdb.org/t/p/w500/ncBNV5G7EBLPK2X6cO55krYrPRw.jpg;122;9,4202
O Conto da Princesa Kaguya;8,081;1861;2013-11-23;ja;Japonês;Animação, Drama, Fantasia;高畑勲;"Esta animação é baseada no conto popular japonês ""O Corte do Bambu"". Kaguya era um minúsculo bebê quando foi encontrada dentro de um tronco de bambu brilhante. Passado o tempo, ela se transforma em uma bela jovem que passa a ser cobiçada por cinco nobres, dentre eles, o próprio Imperador. Mas nenhum deles é o que ela realmente quer. A moça envia seus pretendentes em tarefas aparentemente impossíveis para tentar evitar o casamento com um estranho que não ama. Mas Kaguya terá que enfrentar seu destino e punição por suas escolhas.";https://image.tmdb.org/t/p/w500/cerV9QJhSdDlnUigrsKZQfOeTpA.jpg;137;3,3619
A Malvada;8,1;1590;1950-11-09;en;Inglês;Drama;Joseph L. Mankiewicz;Margo Channing é uma reconhecida atriz da Broadway que está envelhecendo e Eve Harrington é uma jovem fã que consegue se infiltrar na vida de Channing e que acaba ameaçando sua carreira e relacionamentos pessoais. Filme baseado na obra The Wisdom of Eve, de Mary Orr.;https://image.tmdb.org/t/p/w500/3TsqvkwhvSl6xi5xxcMWzzjd6TB.jpg;138;2,3978
Distante da Árvore;8,079;380;2021-11-24;en;Inglês;Animação, Família;Natalie Nourigat;A paternidade é difícil, principalmente quando um jovem guaxinim é motivado pela curiosidade enquanto seu pai tenta mantê-los em segurança. No curta, este jovem aprende a viver com o coração aberto... mesmo quando o perigo está à espreita.;https://image.tmdb.org/t/p/w500/i6aKCvYBCSVzkrJtd9mXZNvunn2.jpg;7;0,938
KonoSuba: God's Blessing on This Wonderful World! - Legend of Crimson;8,075;566;2019-08-30;ja;Japonês;Animação, Aventura, Comédia, Fantasia;金崎貴臣;Quando Yunyun recebe uma carta aparentemente séria sobre um possível desastre vindo para sua cidade natal, ela imediatamente informa Kazuma Satou e o resto de seu grupo. Depois de uma série de mal-entendidos malucos, acaba sendo uma mera brincadeira de seu companheiro demônio que quer ser um autor. Mesmo assim, Megumin fica preocupada com sua família e parte para a vila dos Demônios Carmesins com o grupo.;https://image.tmdb.org/t/p/w500/t37cFbjqWzcteiA3XrkNOUswPLa.jpg;90;4,3244
M, o Vampiro de Dusseldorf;8,075;2294;1931-05-11;de;Alemão;Drama, Thriller, Crime;Fritz Lang;Um assassino de crianças deixa a cidade inteira com medo. A polícia está frenética e desesperadamente procurando por ele, prendendo qualquer um que seja minimamente suspeito. Enquanto isso, os chefes das gangues, furiosos com os ataques que estão sofrendo por causa do assassino, decidem procurá-lo eles mesmos.;https://image.tmdb.org/t/p/w500/626MQmALmMxqV15G8zQMd2K9k45.jpg;117;2,9433
Transformers - O Início;8,072;1301;2024-09-11;en;Inglês;Animação, Ficção científica, Aventura, Família;Josh Cooley;"Descrito como uma ""história de origem"" ambientada no planeta Cybertron, o filme será centrado na relação entre Optimus Prime e Megatron passando de irmãos de armas a arqui inimigos, e nas fundações das facções que eles liderarão e entrarão em conflito como Autobots e Decepticons.";https://image.tmdb.org/t/p/w500/9yPuNAZQd5m5iKpQV2MDAfcwW9N.jpg;104;15,8264
Tempos de Viver;8,072;332;1994-05-18;zh;Chinês;Drama, Romance, Guerra;Yimou Zhang;Narra a história de uma abastada família através das várias guerras e revoluções da China Imperial. Após perder sua fortuna e sua honra, eles têm de aprender a lutar por sua sobrevivência, enfrentando a separação, a morte e os traumas advindos das reformas radicais impostas ao país.;https://image.tmdb.org/t/p/w500/jx5VmZsJIWQ1g6YX60Fk0tkMxxL.jpg;133;1,4058
Sangue Negro;8,072;6873;2007-12-26;en;Inglês;Drama;Paul Thomas Anderson;Daniel Plainview e seu filho são caçadores de petróleo, que perfuram poços na Califórnia no início do século XX. Eles são desafiados por um jovem pastor, Eli Sunday, cuja ambição pessoal é confrontada por Plainview. A luta entre os dois é o centro dessa conflitante, trágica e histórica jornada ao abismo da loucura causada pela corrupção, fraude e petróleo.;https://image.tmdb.org/t/p/w500/lujxfSA3xVjcfBne0gYueg7VPFa.jpg;158;10,9662
Meu Amigo Totoro;8,07;8303;1988-04-16;ja;Japonês;Fantasia, Animação, Família;Hayao Miyazaki;Duas irmãs se mudam para o campo com o pai para ficarem mais próximas da mãe hospitalizada e descobrem que as árvores ao redor são habitadas por Totoros, espíritos mágicos da floresta. Quando a mais nova foge de casa, a irmã mais velha busca a ajuda dos espíritos para encontrá-la.;https://image.tmdb.org/t/p/w500/ub3oHcMlMgjNMdAeeJonMTZ8som.jpg;87;10,3843
O Enigma de Outro Mundo;8,1;7352;1982-06-25;en;Inglês;Terror, Mistério, Ficção científica;John Carpenter;Na remota Antártida, um grupo de cientistas americanos é perturbado em sua base quando, de um helicóptero, alguém atira em um cão do acampamento. À medida que socorrem o cão baleado, o bicho começa a atacar os cientistas e os outros cachorros e logo eles descobrem que o animal pode assumir a forma de suas vítimas. Isto significa que membros da equipe podem ser mortos e a cópia assumir o lugar deles. Com isso, um piloto e um médico precisam capturar a fera antes que seja tarde demais.;https://image.tmdb.org/t/p/w500/bazlgJAKWCBF7OllC3JtyJ2DV1n.jpg;109;8,075
Memórias de um Caracol;8,069;580;2024-10-17;en;Inglês;Animação, Drama, Comédia;Adam Elliot;Grace Pudel é uma garota solitária que coleciona caracóis ornamentais e tem um enorme amor pelos livros. Ainda muito jovem, Grace foi separada do irmão gêmeo, o pirofagista Gilbert, e a partir daí, entrou em uma espiral contínua de ansiedade e angústia. Apesar dessas inúmeras dificuldades, a menina volta a encontrar inspiração e esperança quando inicia uma amizade duradoura com uma idosa excêntrica chamada Pinky, repleta de coragem e desejo de viver.;https://image.tmdb.org/t/p/w500/zeFRmFslWFp8GqbFfzUgwZb2ufW.jpg;94;14,3778
Along with the Gods: The Two Worlds;8,069;1094;2017-12-20;ko;Coreano;Ação, Aventura, Drama, Fantasia, Thriller;김용화;Após morrer inesperadamente ao realizar um salvamento heróico, o jovem bombeiro Ja-hong é levado por três guardiões ao mundo espiritual, onde deverá passar por 7 julgamentos em um período de 49 dias. Os três guardiões foram designados para ajudá-lo em sua defesa, pois ele apenas terá permissão para reencarnar novamente na Terra se for considerado inocente em todos os julgamentos.;https://image.tmdb.org/t/p/w500/z54zrEXAKd5u1SCPNOIAKgvGXte.jpg;139;5,3278
Três Anúncios Para Um Crime;8,066;10374;2017-12-01;en;Inglês;Crime, Drama;Martin McDonagh;Inconformada com a ineficácia da polícia em encontrar o culpado pelo brutal assassinato de sua filha, Mildred Hayes decide chamar atenção para o caso não solucionado alugando três outdoors em uma estrada raramente usada. A inesperada atitude repercute em toda a cidade e suas consequências afetam várias pessoas, especialmente a própria Mildred e o Delegado Willoughby, responsável pela investigação.;https://image.tmdb.org/t/p/w500/vkmSz7x18uaNqzWVp2UeYOgsSSA.jpg;115;10,2003
A Doce Vida;8,066;1933;1960-02-05;it;Italiano;Comédia, Drama;Federico Fellini;Roma, início dos anos 60. O jornalista Marcello (Marcello Mastroianni em desempenho memorável) vive entre as celebridades, ricos e fotógrafos que lotam a badalada Via Veneto. Neste mundo marcado pelas aparências e por um vazio existencial, frequenta festas, conhece os tipos mais extravagantes e descobre um novo sentido para a vida.;https://image.tmdb.org/t/p/w500/l0IgwhbAuYIbBgm8YsHRit1Fa4L.jpg;176;3,8778
Along With the Gods: The Last 49 Days;8,065;696;2018-08-01;ko;Coreano;Ação, Aventura, Fantasia, Thriller;김용화;Segue a jornada de 3 Guardiões da Vida após a morte e Su-hong em sua jornada através de sua 49ª tentativa para ganhar suas reencarnações e como os Guardiões lentamente recuperam suas memórias esquecidas através do Deus da Casa no mundo dos vivos.;https://image.tmdb.org/t/p/w500/2ETx0U2Q5gUHtPJZiQ3hakTqyaR.jpg;141;4,1224
O Motorista de Táxi;8,065;1054;2017-08-02;ko;Coreano;Ação, Drama, História;장훈;Em 1980, durante a ditadura militar na Coreia do Sul, um humilde taxista de Seul é contratado por pelo jornalista alemão Jürgen Hinzpeter para levá-lo até a cidade de Gwangju. Ao chegar lá, eles se deparam com o lugar tomado pelo governo militar e com os cidadãos, liderados por um grupo de estudantes, reivindicando liberdade. O que começa com uma simples corrida de táxi se torna uma luta pela sobrevivência em meio à Revolta de Gwangju, em maio de 1980.;https://image.tmdb.org/t/p/w500/hx8KzQ9C1UoshyTGf094dCIDsfi.jpg;138;4,1561
Orgulho e Preconceito;8,065;8310;2005-09-16;en;Inglês;Drama, Romance;Joe Wright;Elizabeth Bennet vive com sua mãe, pai e irmãs no campo, na Inglaterra. Por ser a filha mais velha, ela enfrenta uma crescente pressão de seus pais para se casar. Quando Elizabeth é apresentada ao belo e rico Darcy, faíscas voam. Embora haja uma química óbvia entre os dois, a natureza excessivamente reservada de Darcy ameaça a relação.;https://image.tmdb.org/t/p/w500/dmnY0Zs8uMSHkMiol7M3xOlvvkK.jpg;128;10,0605
2001: Uma Odisseia no Espaço;8,064;11914;1968-04-02;en;Inglês;Ficção científica, Mistério, Aventura;Stanley Kubrick;Desde a “Aurora do Homem” (a pré-história), um misterioso monólito negro parece emitir sinais de outra civilização, assim interferindo no nosso planeta. Quatro milhões de anos depois, no século XXI, uma equipe de astronautas liderados pelo experiente David Bowman e Frank Poole é enviada ao planeta Júpiter para investigar o enigmático monólito na nave Discovery, totalmente controlada pelo computador HAL-9000. Entretanto, no meio da viagem, HAL-9000 entra em pane e tenta assumir o controle da nave, eliminando um a um os tripulantes.;https://image.tmdb.org/t/p/w500/pVCmLuATJ0lQs4Vx1zUJUN0if2A.jpg;148;10,2346
Memórias de um Assassino;8,1;4094;2003-04-25;ko;Coreano;Crime, Drama, Thriller;Bong Joon-Ho;Província de Gyunggi, 1986. O corpo de uma jovem mulher, brutalmente estuprada e depois assassinada, é encontrado no campo. Dois meses depois, ocorreram outros crimes semelhantes. Em um país que nunca havia conhecido tais atrocidades, o boato de um assassino em série crescia a cada dia. Uma unidade especial da polícia é então criada na região para encontrar o culpado rapidamente.;https://image.tmdb.org/t/p/w500/at0y2qjWdxUzIGTjN6Juqx8zcYU.jpg;131;8,2321
Acredite em Mim: A História de Lisa Mcvey;8,06;643;2018-09-30;en;Inglês;Drama, Cinema TV, Crime;Jim Donovan;Na noite em que planeja tirar a própria vida, uma garota de 17 anos é sequestrada e se vê lutando para se manter viva. Ela consegue convencer seu agressor a libertá-la, mas quando ela volta para casa ninguém acredita em sua história, exceto por um detetive, que suspeita que ela tenha sido sequestrada por um serial killer.;https://image.tmdb.org/t/p/w500/uvHhYA3dpSX13KB0rtr1awgHT1r.jpg;87;3,9683
Juntos para Sempre;8,06;1558;2019-05-03;en;Inglês;Família, Aventura, Drama;Gail Mancuso;Depois de muitas vidas e aprendizados, Bailey vive tranquilamente com Hanna. Um dia, Gloria, uma aspirante a cantora, aparece sem avisar na vida dos dois com uma notícia surpreendente: Hanna tem uma neta, chamada Clarity. Com o tempo, o cãozinho percebe como a menina e negligenciada pela mãe e decide que seu objetivo nesta vida é cuidar dela e protegê-la incondicionalmente.;https://image.tmdb.org/t/p/w500/9xARxrBE38tWUmHLTZy5NyGcLQ9.jpg;126;3,8486
Orações para Bobby;8,1;598;2009-01-24;en;Inglês;Drama, História, Cinema TV;Russell Mulcahy;"Este é um filme baseado na história verídica de um jovem homossexual, que aos 20 anos suicida-se. A sua mãe, Mary Griffith, sabedora da sexualidade do filho acredita ""curar"" o filho com base na religião e terapias, para quatro anos depois (1979) Bobby lançar-se de uma ponte.";https://image.tmdb.org/t/p/w500/qMry2MoNP9EPDRoeuYyaB8Tw7ES.jpg;89;1,8076
Rashomon;8,059;2337;1950-08-26;ja;Japonês;Crime, Drama, Mistério;Akira Kurosawa;"No Japão do século XI, um lenhador, um sacerdote e um camponês procuram refúgio de uma tempestade nas ruínas de pedra do Portão de Rashomon. O sacerdote conta detalhes de um julgamento que testemunhou, envolvendo o estupro de Masako e o assassinato do marido dela, Takehiro, um samurai. Em flashback é mostrado o julgamento do bandido Tajomaru, onde acontecem quatro testemunhos, inclusive de Takehiro através de um médium. Cada um é uma ""verdade"", que entra em conflito com as outras.";https://image.tmdb.org/t/p/w500/wNCx5AdhBgSn0ddva3SEUFLs81K.jpg;88;4,0351
Oppenheimer;8,058;10403;2023-07-19;en;Inglês;Drama, História;Christopher Nolan;A história do físico americano J. Robert Oppenheimer, seu papel no Projeto Manhattan e no desenvolvimento da bomba atômica durante a Segunda Guerra Mundial, e o quanto isso mudaria a história do mundo para sempre.;https://image.tmdb.org/t/p/w500/1OsQJEoSXBjduuCvDOlRhoEUaHu.jpg;181;26,8222
Bancando o Águia;8,058;1057;1924-04-17;en;Inglês;Ação, Comédia, Mistério;Buster Keaton;Um projecionista de cinema que sonha em ser detetive coloca suas escassas habilidades em prática quando é incriminado por um rival por roubar o relógio de bolso do pai de sua namorada.;https://image.tmdb.org/t/p/w500/pLQhs83bohZ9F7WkJgK41ljPJsr.jpg;45;1,549
Pinóquio por Guillermo del Toro;8,057;3080;2022-11-09;en;Inglês;Animação, Fantasia, Aventura;Mark Gustafson;Uma versão mais sombria do clássico conto de fadas infantil, onde um boneco de madeira se transforma em um menino vivo de verdade.;https://image.tmdb.org/t/p/w500/x3IkO2sW4rSSVluFDz8isr6YDm8.jpg;117;4,2418
Tropa de Elite;8,057;2517;2007-10-12;pt;Português;Drama, Ação, Crime;José Padilha;"Rio de Janeiro, 1997. Nascimento, capitão da Tropa de Elite do Rio de Janeiro, é designado para chefiar uma das equipes que tem como missão ""apaziguar"" o Morro do Turano por um motivo que ele considera insensato. Mas ele tem que cumprir as ordens enquanto procura por um substituto. Sua mulher, Rosane, está no final da gravidez e todos os dias lhe pede para sair da linha de frente do batalhão. Pressionado, o capitão sente os efeitos do estresse.Neste clima, é chamado para mais uma emergência num morro. Em meio a um tiroteio em um baile funk, Nascimento e sua equipe têm que resgatar dois aspirantes a oficiais da PM: Neto e Matias. Ansiosos por entrar em ação e impressionados com a eficiência de seus salvadores, os dois se candidatam ao curso de formação da Tropa de Elite.";https://image.tmdb.org/t/p/w500/atl4a9VFVP7JYvk4GeSgqhLOfjC.jpg;115;4,5035
Estrelas Além do Tempo;8,054;10003;2016-12-10;en;Inglês;Drama, História;Theodore Melfi;Ano 1961, em plena Guerra Fria, Estados Unidos e União Soviética disputam a supremacia na corrida espacial ao mesmo tempo em que a sociedade norte-americana lida com uma profunda cisão racial, entre brancos e negros. Tal situação é refletida também na NASA, onde um grupo de funcionárias negras é obrigada a trabalhar a parte. É lá que estão Katherine Johnson, Dorothy Vaughn e Mary Jackson, grandes amigas que, além de provar sua competência dia após dia, precisam lidar com o preconceito arraigado para que consigam ascender na hierarquia da NASA.;https://image.tmdb.org/t/p/w500/6A1Jn0tooQYgi2C8sNz5OaIW98C.jpg;127;9,4844
Os Esquecidos;8,1;502;1950-12-09;es;Espanhol;Drama, Crime;Luis Buñuel;"Um grupo de delinquentes juvenis vive uma vida violenta nas infames favelas da Cidade do México; entre eles, o jovem Pedro, cuja moralidade é gradualmente corrompida e destruída pelos outros.";https://image.tmdb.org/t/p/w500/jkjw7Y7WgUnUt9OW2KwWWolTyrw.jpg;82;1,2609
Ran;8,051;1642;1985-06-01;ja;Japonês;Ação, Drama, História;Akira Kurosawa;O senhor de guerra Hidetori Ichimonji decide que chegou o momento de se aposentar e dividir seu feudo entre seus três filhos. Seus filho mais velho e do meio, Taro e Jiro, concordam com sua decisão e prometem apoiá-lo nos dias restantes de aposentadoria. O filho mais novo, Saburo, discorda de todos eles argumentando que há pouca probabilidade dos três irmãos permanecerem unidos. Insultado pela impaciência de seu filho caçula, o senhor da guerra o expulsa. Quando o senhor da guerra começa sua aposentadoria, ele rapidamente percebe que seus dois filhos mais velhos são egoístas e não têm intenção de cumprir suas promessas. Isso leva à guerra e só o banido Saburo pode salvá-lo.;https://image.tmdb.org/t/p/w500/gWw6iyVEoWtYLRNeyS9nv6sgXlx.jpg;162;4,0287
Bo Burnham: Make Happy;8,05;400;2016-06-03;en;Inglês;Comédia, Música;Bo Burnham;Combinando suas próprias composições com tiradas em que o alvo é ele mesmo, Bo Burnham traz uma perspectiva única sobre... ele mesmo. Um stand-up sobre a vida, morte, sexualidade, hipocrisia, doenças mentais e latas de Pringles.;https://image.tmdb.org/t/p/w500/A580BbHTvQbbFgbmf9CkWNhbLzb.jpg;60;0,6207
O Homem Elefante;8,1;3678;1980-10-09;en;Inglês;Drama, História;David Lynch;A história de John Merrick, um desafortunado cidadão da Inglaterra vitoriana que era portador do caso mais grave de neurofibromatose múltipla registrado, tendo 90% do seu corpo deformado. Esta situação tendia fazer com que ele passasse toda a sua existência se exibindo em circos de variedades como um monstro. Inicialmente era considerado um débil mental pela sua dificuldade de falar, até que um médico, Frederick Treves, o descobriu e o levou para um hospital. Lá Merrick se liberou emocionalmente e intelectualmente, além de se mostrar uma pessoa sensível ao extremo, que conseguiu recuperar sua dignidade.;https://image.tmdb.org/t/p/w500/tWzF8k2pkdKIVrFDMnN6lwJmLQ.jpg;124;5,0409
Um Dia Muito Especial;8,049;709;1977-08-11;it;Italiano;Drama, Romance;Ettore Scola;Roma, 6 de maio de 1938. Benito Mussolini e Adolf Hitler se encontraram para selar a união política que, no ano seguinte, levaria o mundo à 2ª Guerra Mundial. Praticamente toda a população vai ver este acontecimento, inclusive o marido fascista de Antonietta (Sophia Loren), uma solitária dona de casa que conhece acidentalmente Gabriele (Marcello Mastroianni), seu vizinho, quando seu pássaro de estimação foge e ela o encontra pousado na janela do vizinho. Antonietta nunca falara com Gabrielle, que tinha sido demitido recentemente da rádio onde trabalhava por ser homossexual. Ela, por sua vez, era uma esposa infeliz e insegura pelo fato de não ter uma formação profissional. Gradativamente os dois desenvolvem um tipo muito especial de amizade.;https://image.tmdb.org/t/p/w500/YStybFSuRPqOQygzNNu2Gm2mwo.jpg;107;1,0247
Lion: Uma Jornada para Casa;8,045;6716;2016-11-24;en;Inglês;Drama;Garth Davis;Quando tinha apenas cinco anos, o indiano Saroo se perdeu do irmão numa estação de trem de Calcutá e enfrentou grandes desafios para sobreviver sozinho até de ser adotado por uma família australiana. Incapaz de superar o que aconteceu, aos 25 anos ele decide buscar uma forma de reencontrar sua família biológica.;https://image.tmdb.org/t/p/w500/78Jj9BjEnycYsvurXQCMo3dafIx.jpg;118;4,5616
Eu Contra Você: A Vingança do Sr. S;8,042;469;2020-01-17;it;Italiano;Família, Fantasia;Gianluca Leuzzi;Um jovem casal que faz vídeos populares no YouTube para crianças se propõe a ganhar um prêmio, mas um gênio do mal impede seu sucesso.;https://image.tmdb.org/t/p/w500/sfeQTIRkJjWt8IPDSBcPqkrcaas.jpg;64;0,7111
Bo Burnham: Inside;8,0;538;2021-07-22;en;Inglês;Comédia, Drama;Bo Burnham;Bo Burnham gravou e estrelou esta comédia musical sozinho durante um ano muito incomum.;https://image.tmdb.org/t/p/w500/ku1UvTWYvhFQbSesOD6zteY7bXT.jpg;87;1,1428
Ayla: A Filha da Guerra;8,0;373;2017-10-27;tr;Turco;Drama, Guerra, História;Can Ulkay;Baseado em fatos reais, o filme acompanha a história de um soldado turco que, durante a Guerra da Coréia, encontra o corpo quase congelado de uma menina abandonada. Apesar de não falarem a mesma língua, a convivência entre eles cria um forte laço, que durará toda uma vida.;https://image.tmdb.org/t/p/w500/uzY9NqvxRCoTjdyHZLV5GzKsSie.jpg;124;2,1376
O Grande Hotel Budapeste;8,037;15266;2014-02-26;en;Inglês;Comédia, Drama;Wes Anderson;No período entre as duas guerras mundiais, o famoso gerente de um hotel europeu conhece um jovem empregado e os dois tornam-se melhores amigos. Entre as aventuras vividas pelos dois, constam o roubo de um famoso quadro do Renascimento, a batalha pela grande fortuna de uma família e as transformações históricas durante a primeira metade do século XX.;https://image.tmdb.org/t/p/w500/yabOguSrb8ffUXCkI6t8Rw7xtSh.jpg;100;7,8718
Filhos de Istambul;8,035;389;2021-03-12;tr;Turco;Drama;Can Ulkay;Nas ruas de Istambul, Mehmet, um catador de papel, decide ajudar um garoto e acaba tendo que confrontar os traumas da própria infância.;https://image.tmdb.org/t/p/w500/fdVOFZgwYlLb73ehiWLRm64K2rB.jpg;96;1,9261
